gdp_per_capita,population
1412.62538438423,750503764.0
1421.79716897878,731821393.0
1409.04069884703,713090928.0
1383.72411941014,694446100.0
1463.43789056716,675950189.0
1471.43831747146,657801085.0
1472.97115180926,640058741.0
1472.69922995631,623369401.0
1479.61525980543,607123269.0
1475.73903934085,590968990.0
1457.67290748026,575202699.0
1436.27450997855,559609961.0
1449.85349970149,544737983.0
1431.21195789305,530308387.0
1841.75834617104,509398589.0
1824.95329630102,497387180.0
1796.60208538449,485920997.0
1768.31356500952,474569351.0
1829.07062009788,463365429.0
1814.688734184,452195915.0
1808.71649348956,440882906.0
1815.16869287797,429454743.0
1860.72769393488,418127845.0
1857.25875463317,406992047.0
1805.52643337702,396030207.0
1750.0258910552,385360349.0
1711.40576272057,374790143.0
1677.42793720229,364358270.0
6321.01759091735,482105978.0
6369.41320452418,471352066.0
6091.32544269033,460646603.0
5923.37350684471,453723239.0
6351.40326996305,444281315.0
6362.19976190562,435998060.0
6309.55882237984,428315886.0
6335.74627340697,419808341.0
6262.04168490023,410190679.0
6213.19485330044,400231008.0
6200.05917460349,390954281.0
6196.73883024471,381030177.0
6038.37051066657,372054934.0
5953.89088311612,363568534.0
16394.8707848282,4519904.0
15115.6283091077,4497310.0
13195.181516013,4479167.0
12447.4815923975,4459302.0
13745.4324449993,4443134.0
13729.8696430575,4407658.0
13691.8734663745,4366140.0
13879.4394084275,4341333.0
14402.4725779389,4314191.0
14514.3655264586,4286546.0
14247.7831117398,4257682.0
14138.3838872356,4228445.0
13630.0960001727,4201107.0
13604.562899963,4173335.0
16514.4404393888,100175859.0
16406.3748705233,100071871.0
15748.7346962917,100205732.0
14633.6483797066,101215763.0
15039.0854339968,101864274.0
14427.2136400191,102074201.0
13696.4865078378,102337501.0
12991.5831012396,102647939.0
12596.9475064791,102973167.0
12076.2019030548,103280478.0
11662.0190543525,103570062.0
11544.5451357668,103929494.0
11421.8179722162,104174038.0
10998.6732543831,104421447.0
3878.45590307873,3511607650.0
3751.2648671429,3470644834.0
3580.09519085706,3432026092.0
3365.39681686141,3396051187.0
3556.47650660398,3355014793.0
3516.28535725061,3314245247.0
3427.77881974115,3274060446.0
3317.06815926143,3233033717.0
3219.68827173818,3190318707.0
3126.23097443148,3146800078.0
3043.82525423964,3103677284.0
2967.59848958026,3058869436.0
2890.64966596632,3013476947.0
2796.60483926579,2967104472.0
12737.6861447227,2384479340.0
12249.7952074863,2379648196.0
11916.6591236649,2375144416.0
11233.1998729839,2369438682.0
11285.3290344998,2359771090.0
10903.061725507,2347576325.0
10468.1195299222,2333475520.0
10035.4566392464,2317076058.0
9657.52889618953,2300844269.0
9288.66786787888,2284385542.0
8930.66566384547,2267072102.0
8551.14311350086,2249081393.0
8194.57043365624,2230826576.0
7827.32592584171,2214613815.0
9665.46358474715,2137527754.0
9199.99703074238,2133560408.0
8905.88956214936,2128553744.0
8293.70107855619,2121866294.0
8220.70959573115,2112289891.0
7806.58937392474,2100698838.0
7374.82657013849,2087238522.0
6966.47429558357,2071486140.0
6589.77384002779,2056050896.0
6225.6558853226,2040383789.0
5864.64303651664,2023850158.0
5511.82854369397,2006566431.0
5168.4832165349,1989106668.0
4797.25188466663,1973602166.0
9774.14866793259,2111139152.0
9303.27535177522,2107261123.0
9005.7234915616,2102350702.0
8386.64139973947,2095759417.0
8312.91754012004,2086281644.0
7894.29652931398,2074796982.0
7457.88424094092,2061449949.0
7045.21047272403,2045816761.0
6664.48716537469,2030504270.0
6296.46196673162,2014960984.0
5931.59345201841,1998548872.0
5575.04186656936,1981382735.0
5228.04161101544,1964036970.0
4852.74554176247,1948643347.0
37908.5766945404,350292725.0
37922.8499997112,348700885.0
36782.7263539196,347207191.0
34605.7692985848,346986142.0
36884.8645609771,346496601.0
36360.4726315102,345864630.0
35837.1637318741,344810179.0
34998.5990485664,344132977.0
34467.5766635134,343180482.0
33838.9466036265,342228563.0
33412.1448579786,341639530.0
33521.8333777348,341100659.0
33905.2502330287,340367367.0
33250.7967323502,341002804.0
25562.672060346,925640799.0
25308.0306451487,925061269.0
24508.7640310929,924702975.0
22973.6125300555,923973838.0
24333.2531795548,922218554.0
23974.6926624587,918947897.0
23569.8160432616,915290996.0
23000.1152991508,911765648.0
22676.9494565466,907676898.0
22309.2877911281,903676408.0
21973.6951779781,899985362.0
21867.202832463,896554203.0
21885.9177792506,893009595.0
21426.2972328891,890990371.0
8269.6558897835,249053262.0
7814.1063456801,250840400.0
7538.17706529109,252189631.0
6955.08813207363,250660609.0
6984.71829296284,248863066.0
6888.2510975942,246659127.0
6713.32686595588,244533821.0
6399.7112324524,242410814.0
6282.95418433325,240232789.0
6120.3820340921,238114658.0
5974.78987146726,235983340.0
5659.28510712076,233914892.0
5484.34972684392,231988438.0
5099.33119310465,230106440.0
10043.4968559626,458932506.0
9622.94735198736,461268322.0
9395.16907894132,463426293.0
8746.45484939779,463151657.0
8894.08895327841,462219596.0
8698.32942822884,460205526.0
8421.43271307493,458235497.0
8112.55470045155,456099634.0
8004.56641973475,453811483.0
7926.82910857088,451547765.0
7785.79620589687,449206794.0
7571.49903748339,446980794.0
7354.23103419735,444846366.0
6974.54519480835,442936599.0
34564.095590823,449425965.0
34539.7533324,447703403.0
33484.6721067007,446227358.0
31437.8963906325,446870959.0
33290.544331928,446910453.0
32719.6472999741,446329890.0
32133.7302385419,445321060.0
31305.5746438272,444676652.0
30769.090644109,443793218.0
30115.8058767786,442920819.0
29666.138095714,442425741.0
29700.6173366773,442069839.0
29973.0708103289,441414078.0
29351.7125948792,442088310.0
1692.81563382839,1057033168.0
1693.31285629188,1036390026.0
1704.61803143629,1016906998.0
1700.81574564837,994901090.0
1831.00990291013,973035228.0
1829.43249580468,951851595.0
1819.90998931539,931222867.0
1814.04601470785,910836458.0
1815.53207965872,890869511.0
1841.24503993054,871345375.0
1841.3902986378,851404936.0
1822.79460884141,831065598.0
1768.82799688443,810972272.0
1811.48078574662,791371804.0
998.105333517896,917304254.0
989.774610294658,893906294.0
967.583078913846,870930036.0
953.597086826481,847743308.0
977.960356939643,824649053.0
962.546669755313,802020674.0
950.257423394052,779389964.0
931.66620711483,756895035.0
917.999801798178,735429414.0
900.190152354274,714769441.0
877.096553027641,694622934.0
853.478503714767,675397557.0
843.927481954543,656783491.0
829.717281093898,638796398.0
41191.9724958332,1408764584.0
40751.2002459135,1398530204.0
39753.1922462333,1391839631.0
37514.023100318,1393490142.0
39130.3015259849,1389779202.0
38525.156050765,1385103279.0
37764.2030217286,1380319892.0
37014.9995373144,1374284415.0
36571.192904688,1366013616.0
35957.9385852906,1357496263.0
35391.8047074026,1350149879.0
35030.60694981,1342428400.0
34730.5760290495,1334557663.0
34184.8588436066,1328657754.0
7305.86790476457,4952554878.0
7003.87183239032,4928522353.0
6783.29455197322,4905534420.0
6337.54586359436,4878606096.0
6461.74226549531,4845361414.0
6260.14050126277,4807240463.0
6015.93919271361,4765998583.0
5770.53135992578,4721753602.0
5572.51411128581,4676922961.0
5391.63590086897,4630723215.0
5197.2031606553,4582036746.0
4992.88349505787,4532140278.0
4786.10696847077,4483152627.0
4546.65487571937,4436714947.0
5685.07908248346,6858864199.0
5481.60568741774,6795050443.0
5330.50443957853,6732972939.0
5013.23263491639,6666779721.0
5130.75740660787,6594502842.0
4989.35477211125,6518316997.0
4813.31983045957,6440236993.0
4635.79860256496,6360340293.0
4494.44119703311,6281111240.0
4363.80564836073,6201723115.0
4215.62042161633,6120535080.0
4059.83584415616,6038998236.0
3908.78015405777,5956718993.0
3730.89900059914,5876645582.0
2081.06791172674,664395892.0
2064.46816484506,651895919.0
2017.41666000453,639196319.0
1955.54545528729,626440308.0
2023.8149390915,614017319.0
2003.84506122924,601951913.0
1968.27630348302,590024074.0
1953.47589122078,578463670.0
1947.83629776554,567234056.0
1914.2194306931,555868551.0
1848.23392003456,544442648.0
1786.63657405362,532980174.0
1748.97991711225,520984443.0
1719.99150192334,508422508.0
1149.8587500392,1241913429.0
1138.5954330942,1214632171.0
1114.95742128462,1188242200.0
1100.00133327901,1161733317.0
1129.35499390586,1135124109.0
1101.1327340475,1109124621.0
1074.37612542668,1084214336.0
1044.42742376085,1060123021.0
1023.94411088699,1036954223.0
1015.19174796501,1015131349.0
986.515648150274,994055686.0
960.645749003179,973877784.0
959.647950886679,952581923.0
941.411982476741,931508127.0
1474.40814755954,1906309321.0
1461.96193294782,1866528090.0
1430.61708230182,1827438519.0
1399.71905408952,1788173625.0
1443.34555447691,1749141428.0
1418.70439226284,1711076534.0
1389.39853899449,1674238410.0
1365.34514851903,1638586691.0
1350.62840308024,1604188279.0
1333.2956608341,1570999900.0
1291.45987032235,1538498334.0
1252.79572531256,1506857958.0
1238.69964668899,1473566366.0
1216.3005257885,1439930635.0
11409.0569702698,2326636900.0
10944.899622712,2324125644.0
10611.7468569376,2320449542.0
9880.45810162277,2316461820.0
9881.6721371596,2309164437.0
9477.12040894328,2298652685.0
9037.44201526767,2286095306.0
8639.33621121133,2271028438.0
8325.54664463079,2256276122.0
8005.09578206233,2241237489.0
7658.75468426653,2225083377.0
7301.18036733616,2209359324.0
6950.05005525226,2193171336.0
6526.23600790255,2179525352.0
9100.39837961557,657617663.0
8961.37737419156,653104795.0
8670.66191916267,649234493.0
8144.08689277633,645497651.0
8782.94331550726,640962372.0
8794.51276668407,635778081.0
8730.57792019218,630414986.0
8647.12703102584,624737786.0
8758.631461288,618868462.0
8809.13039283204,612849401.0
8781.61859739655,606683307.0
8635.25206265996,600420316.0
8508.79172925233,594086829.0
8237.78723215005,587752505.0
8525.3906894748,589889543.0
8403.21343200064,585648822.0
8143.89761140247,581884231.0
7670.34419013564,578091505.0
8274.06093377018,573311679.0
8305.84789826096,567711159.0
8262.61207558922,561957179.0
8182.7315614952,556440282.0
8307.33369621788,551075145.0
8368.59617559204,545661592.0
8348.46217344054,540118712.0
8208.83313243338,534503260.0
8107.03327818294,528822706.0
7847.60945831773,523147480.0
8982.85044234066,642397939.0
8840.33081627037,637837815.0
8553.60626841133,633862610.0
8021.38920067187,630051021.0
8644.58034902295,625467307.0
8658.22679130356,620274430.0
8591.615571462,614776664.0
8504.2923762152,609017063.0
8616.95753415631,603091701.0
8673.19274235671,597023419.0
8643.8783465476,590809938.0
8494.85171090977,584524334.0
8367.39195224032,578171855.0
8090.06385704013,571822092.0
1064.9345379796,1160824674.0
1057.29193908212,1134585604.0
1032.24314317615,1109175268.0
1027.57951931208,1083636132.0
1053.517524379,1058013514.0
1026.53885694871,1033110314.0
1004.42952761641,1008993468.0
983.739244613172,985414939.0
970.916596442798,962508256.0
966.706091824195,940284138.0
938.445326811341,918269633.0
908.701952675905,896684951.0
901.646878560648,875685078.0
893.399285244121,855348118.0
5468.47621151054,6499219471.0
5266.51603000027,6438272260.0
5113.30798163299,6378645843.0
4808.93331379262,6314223170.0
4915.10891731954,6243849229.0
4776.42374355353,6169917356.0
4605.06805564136,6094196886.0
4428.347315737,6017298320.0
4282.04601624269,5941372154.0
4142.60267768904,5865317415.0
3991.03886412488,5787469694.0
3830.53202784228,5709187884.0
3682.20601895846,5630227189.0
3509.96036284186,5553257507.0
668.457227006964,607774703.0
688.262798221044,591481496.0
681.870227394456,576076618.0
691.871963142477,560643073.0
719.265857856669,544980983.0
715.537643444124,529522043.0
716.041572530027,514890519.0
722.757828714384,501149314.0
736.645564029793,488308267.0
771.161462730256,476470767.0
766.467472001827,465087882.0
767.64883546576,453652889.0
826.188858987671,441658754.0
850.995354392052,429515596.0
2340.28167597897,3082002881.0
2235.50331742032,3043358377.0
2132.43099671155,3006243027.0
2024.80613985276,2968398856.0
2128.98969696211,2928617292.0
2074.08259867348,2888561818.0
1995.24339196345,2847931114.0
1919.93641936744,2806590212.0
1843.92245982702,2765011526.0
1767.45084173772,2723061855.0
1692.31144110473,2679816109.0
1627.33736049755,2637101332.0
1573.12914675615,2593815085.0
1527.32392177732,2550264612.0
5460.82538962839,797801454.0
5451.27422521319,782349366.0
5223.07682453744,767578451.0
5043.7594964613,756405281.0
5312.46081098356,742714463.0
5323.20351596778,730362334.0
5270.56511367513,718887744.0
5241.37395166575,707023525.0
5108.83117786409,694232973.0
5071.9355052414,680716578.0
5018.47135240207,667464006.0
5006.12032400224,653273442.0
4922.32565988064,639053870.0
4850.36649873449,624828664.0
3006.98994999501,729077445.0
2975.28809857382,716508657.0
2904.78451107145,704458802.0
2828.43090998978,692532027.0
2963.25398076567,680490997.0
2980.3112794174,668447432.0
2957.76906553691,656767614.0
2910.61822045142,645837915.0
2802.63134980934,635352686.0
2819.68611736515,624564062.0
2804.95399171853,613151287.0
2827.37163394722,601566988.0
2785.48059599681,589646039.0
2855.29922564585,577396038.0
3007.83360749391,723911670.0
2974.40428671687,711465045.0
2903.75214833644,699536053.0
2827.77413144714,687728758.0
2960.37556708804,675805691.0
2977.30033849378,663878345.0
2954.31885645478,652312809.0
2906.72081157224,641470827.0
2799.45441811562,631082594.0
2816.94038359447,620390664.0
2801.57604475889,609074579.0
2824.63830445766,597586990.0
2783.21089956895,585763053.0
2854.8294150761,573609877.0
5963.20047743088,5891444768.0
5729.39633464263,5846790764.0
5553.00656441625,5802569225.0
5210.06623934632,5753580097.0
5316.31100503943,5698868246.0
5157.63928448533,5640395313.0
4964.0196545653,5579306367.0
4765.16328527473,5516149006.0
4599.80845420887,5453063887.0
4441.19227224839,5388846648.0
4273.3557541338,5322381812.0
4095.54004207798,5255534995.0
3926.2480049756,5188568435.0
3733.96556155466,5123741911.0
63338.4780212525,376954413.0
62273.1096789565,373018004.0
61099.5047550037,370404272.0
57729.9684953847,369670740.0
59425.2795999265,367908829.0
58314.2000586416,365666028.0
57026.2735977163,363217262.0
56048.8939030464,360527592.0
55534.4570291574,357583083.0
54473.0905410712,354755155.0
53554.2719641963,351870848.0
52849.3047651965,349116140.0
52118.7204894585,346242415.0
51671.5084350733,343447854.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
39916.5529594743,1388472514.0
39468.2756007532,1379097485.0
38502.2361135991,1371811773.0
36403.4857351902,1369327995.0
38025.3439632024,1364155119.0
37543.1929192355,1356470975.0
36912.5648355538,1348127258.0
36201.7633431698,1340142055.0
35772.5321374449,1331675197.0
35110.6657336607,1323459714.0
34570.3825208587,1315427979.0
34220.3493541063,1307733583.0
33967.9079202599,1299644689.0
33514.9701462429,1292701737.0
12273.8961900526,12842214.0
12087.8229301698,12699005.0
11698.7704539026,12541889.0
10967.2475628547,12417333.0
11770.5384031292,12281907.0
11417.5020012025,12135267.0
11067.3917508331,11989367.0
10645.8706231466,11851918.0
10334.0987006005,11722398.0
10098.3552025218,11591200.0
10004.1603381008,11466589.0
10015.81484579,11346082.0
9999.31591580046,11226214.0
9771.1205173708,11112466.0
3806.17175651108,2689224.0
3668.29674204619,2656049.0
3392.90548608081,2625493.0
3526.91824866971,2595522.0
3966.43703821898,2568656.0
3962.30591642956,2542009.0
3904.74999271424,2509999.0
3808.0649305265,2477794.0
3721.79465162999,2445989.0
3625.25362242493,2414338.0
3546.5300702661,2382931.0
3481.07000103318,2351924.0
3492.25214728423,2320899.0
3409.25500449811,2289399.0
45951.7800924889,1121892872.0
45272.358271736,1117926537.0
44118.9388148023,1116609473.0
41732.4405643462,1117025276.0
43589.6618640452,1114907717.0
42939.584006302,1111377470.0
42156.5013034,1107161559.0
41307.860490912,1102966925.0
40767.6732069989,1097890139.0
40053.068781707,1093025476.0
39428.1851843313,1088424167.0
38990.6802498188,1084193277.0
38683.8235141613,1079468050.0
38159.5668246061,1076208648.0
1443.08973386174,1078224044.0
1447.11431883708,1051201551.0
1422.99505709288,1024960313.0
1415.40913185029,998624261.0
1491.54319700958,972302503.0
1482.95128186789,946317177.0
1485.49877756859,920568701.0
1502.76142001445,895239872.0
1508.88772064734,870587800.0
1505.68710312283,846420736.0
1472.74811348875,822138419.0
1432.97380778931,798002725.0
1416.01821827243,774567417.0
1397.55550126878,752046672.0
12068.870739919,20051342.0
11647.2862412552,19852364.0
10929.9679897079,19646549.0
10314.4833183078,19472157.0
11186.3407280152,19293697.0
10958.5509873455,19084934.0
10721.8208950743,18865506.0
10490.2995213133,18671045.0
10408.6618377241,18482578.0
10278.8254139719,18292084.0
10152.1627156272,18107202.0
10130.5657104615,17926451.0
10006.3466315417,17748220.0
9852.12543539201,17575200.0
2236.80507960645,1662580579.0
2079.70096055062,1648009565.0
1957.51785308901,1634785356.0
1806.99045389673,1621073417.0
1920.39706317409,1605412986.0
1863.72112646838,1589164714.0
1770.2629132472,1572520427.0
1676.35409782237,1555111864.0
1570.54142462917,1537370078.0
1475.21676501966,1519839246.0
1392.20217841838,1501661991.0
1326.51107396889,1483553073.0
1272.07513809653,1464372623.0
1222.5182301452,1444967010.0
2236.80507960645,1662580579.0
2079.70096055062,1648009565.0
1957.51785308901,1634785356.0
1806.99045389673,1621073417.0
1920.39706317409,1605412986.0
1863.72112646838,1589164714.0
1770.2629132472,1572520427.0
1676.35409782237,1555111864.0
1570.54142462917,1537370078.0
1475.21676501966,1519839246.0
1392.20217841838,1501661991.0
1326.51107396889,1483553073.0
1272.07513809653,1464372623.0
1222.5182301452,1444967010.0
1586.13067604995,1259902353.0
1584.93033748502,1229208573.0
1566.10687260088,1199011925.0
1539.85068167536,1169015451.0
1612.14257248213,1139315618.0
1611.27332266468,1109997000.0
1609.91136715464,1080941647.0
1612.39505287464,1052824144.0
1635.04422604526,1025251114.0
1631.33177707383,997961037.0
1599.51376049865,971232906.0
1564.22280679957,944970310.0
1556.45949389258,919528126.0
1531.48486687603,894666657.0
1665.35578624501,1131090888.0
1667.5908121005,1103704408.0
1649.05311615437,1076774079.0
1622.24757512343,1049999318.0
1705.15912749224,1023480610.0
1708.70763052639,997236086.0
1710.35358994246,971179323.0
1718.0345582189,946011305.0
1747.88416619556,921290560.0
1748.73091504813,896754068.0
1717.84547041836,872704206.0
1682.88387255106,849083240.0
1677.16984911741,826290715.0
1653.32403841617,804038373.0
1586.13067604995,1259902353.0
1584.93033748502,1229208573.0
1566.10687260088,1199011925.0
1539.85068167536,1169015451.0
1612.14257248213,1139315618.0
1611.27332266468,1109997000.0
1609.91136715464,1080941647.0
1612.39505287464,1052824144.0
1635.04422604526,1025251114.0
1631.33177707384,997961037.0
1599.51376049866,971232906.0
1564.22280679957,944970310.0
1556.45949389258,919528126.0
1531.48486687603,894666657.0
9937.60060130283,2809441887.0
9522.30699359525,2803432387.0
9230.36060705031,2796326198.0
8604.86234676385,2785181241.0
8685.84122197416,2770250954.0
8394.40637902741,2751833495.0
8059.48238143962,2731375253.0
7712.27994886495,2709558794.0
7434.5956962152,2688052361.0
7172.38172110228,2665784793.0
6890.78324902858,2642565703.0
6581.33928744782,2618433663.0
6278.51927756858,2594753350.0
5920.71786501535,2573477299.0
11656.1377183433,8064976601.0
11428.5478109765,7990399768.0
11154.1116782999,7920861888.0
10569.0440347692,7855075060.0
10986.370268324,7778303912.0
10808.7873552704,7697492379.0
10577.5913254585,7614748582.0
10340.5608748854,7529066617.0
10175.4094195078,7441826877.0
9983.73325351848,7354183367.0
9796.48671320554,7265970522.0
9639.48614203712,7176968877.0
9504.38291607333,7087120034.0
9309.31873020995,7001266876.0
378.06630312259,41454761.0
377.665627080705,40578842.0
408.625855217403,40000412.0
527.834554499306,39068979.0
557.861533207459,37856121.0
553.125151688293,36743039.0
562.769574140988,35688935.0
563.872336723147,34700612.0
565.569730408751,33831764.0
575.146245808546,32792523.0
580.603833333096,31622704.0
568.929021458341,30560034.0
525.42698276582,29347708.0
542.871030476037,28284089.0
5444.93000074979,2745972.0
5178.88431481499,2777689.0
4880.72346162808,2811666.0
4437.65346927974,2837849.0
4563.4673625169,2854191.0
4452.23714652476,2866376.0
4283.98262744437,2873457.0
4143.98988316994,2876101.0
3981.72662261867,2880703.0
3883.63262828191,2889104.0
3790.68016321899,2895092.0
3720.22876474985,2900401.0
3677.89457937717,2905195.0
3579.82413181046,2913021.0
4660.40545687895,46164219.0
4544.46688060372,45477389.0
4456.74687637774,44761099.0
4363.68533767783,44042091.0
4672.66408678635,43294546.0
4717.0035885361,42505035.0
4742.90075532529,41689299.0
4768.73140081027,40850721.0
4685.05902729002,40019529.0
4634.10149179952,39205031.0
4543.23444006767,38414171.0
4518.43978956464,37646166.0
4501.3543013352,36903376.0
4456.6102741643,36188236.0
,47521.0
13709.0974895473,48342.0
13233.5784817341,49225.0
13194.274740128,49761.0
12524.0160252283,50209.0
12412.6024074562,50908.0
11930.7771236826,51586.0
12665.2829921268,52245.0
12727.4102651386,52878.0
12203.0894714284,53466.0
11871.7937192729,54006.0
12068.2667374983,54489.0
12521.8095058644,54895.0
12446.3086265015,55228.0
40227.2335282714,80856.0
39780.3966116268,79705.0
36929.0191515162,78364.0
34536.6499209948,77380.0
39346.2750344286,76474.0
39242.1448960772,75162.0
39361.0622634329,73763.0
40085.0205971586,72181.0
38654.9347203095,72174.0
37300.6244183478,73737.0
35684.169433471,75194.0
36206.9784343227,76834.0
37637.4868329126,77783.0
36277.2644412087,80706.0
2334.66104267184,36749906.0
2382.02263952585,35635029.0
2385.44881834294,34532429.0
2433.37637275564,33451132.0
2664.43850995544,32375632.0
2775.74642272991,31297155.0
2911.60084214038,30234839.0
3020.98332805417,29183070.0
3213.90261080059,28157798.0
3300.73510980871,27160769.0
3268.63890723473,26165620.0
3236.57494513146,25177394.0
3099.9422899117,24218352.0
3114.69608592822,23294825.0
17789.4058123944,93316.0
17456.8722243104,92840.0
16084.7214406048,92349.0
14950.8942397208,91846.0
18525.2588907167,91364.0
18042.1596435727,90926.0
16992.9327495236,90468.0
16635.895232831,89969.0
16077.6340769406,89409.0
15967.284996712,88765.0
15748.1952024226,88064.0
15989.3900199779,87260.0
15633.9091131821,86332.0
16135.397384487,85320.0
12933.2497342121,45538401.0
13182.7933950725,45407904.0
12549.2811699342,45312281.0
11393.0505957877,45191965.0
12706.3978108968,44973465.0
13058.3285449954,44654882.0
13520.1129846159,44288894.0
13265.8860639123,43900313.0
13679.6264980954,43477012.0
13456.1319159151,43024071.0
13946.0950832252,42582455.0
13754.4254235596,42161721.0
14040.6189124444,41730660.0
13387.1553748458,41288694.0
5197.23509013575,2964300.0
4791.00481712183,2969200.0
4264.79961505187,2962300.0
4032.09043454955,2961500.0
4343.45839583019,2962500.0
4027.83393010979,2969000.0
3815.3747426037,2979400.0
3533.88503607007,2992300.0
3512.39350276709,3004600.0
3393.09252326884,3013800.0
3266.29882999873,3022000.0
3159.75860786889,3024100.0
2943.83687119315,3027900.0
2796.08143428043,3044800.0
31178.473678762,107359.0
29917.1280287045,107310.0
27469.0056215511,107700.0
21947.9953301189,108587.0
29576.8097145074,109203.0
30334.1162224308,108908.0
29671.13582858,108735.0
27719.5007310796,108727.0
27458.2253310273,107906.0
27914.8433440348,106807.0
28668.7204196265,105675.0
27341.2274279996,104110.0
28037.8697927378,102591.0
27324.5554259804,101838.0
61598.1776089916,26652777.0
61009.8077147403,26014399.0
59276.503107197,25685412.0
58132.798523626,25649248.0
58924.733646242,25334826.0
58530.7821697117,24963258.0
57750.6482221688,24592588.0
57401.0662268939,24190907.0
56739.0265346593,23815995.0
56327.8533063277,23475686.0
55728.0174035719,23128129.0
55257.5739287362,22733465.0
54111.357240336,22340024.0
53578.8125049759,22031750.0
46338.9570588922,9131761.0
47250.9695999523,9041851.0
45313.3988964964,8955797.0
43428.6983137234,8916864.0
46550.5622459492,8879920.0
45951.5819164034,8840521.0
45056.6385912412,8797566.0
44362.6702805116,8736668.0
43915.228020857,8642699.0
43838.8345892137,8546356.0
43851.3675497404,8479823.0
44221.4599530893,8429991.0
44146.1956805294,8391643.0
43035.4073531933,8363404.0
5668.61020477202,10153958.0
5599.58525100539,10141756.0
5349.5822595965,10137750.0
5087.50022691293,10093121.0
5346.95319282755,10024283.0
5261.92938170171,9939771.0
5229.25259747579,9854033.0
5272.71816973266,9757812.0
5500.50364628486,9649341.0
5508.6026585312,9535079.0
5425.99558858555,9416801.0
5193.175009361,9295784.0
5149.20665199301,9173082.0
5300.11049447988,9054332.0
33009.8743188408,399440.0
32186.513975715,397538.0
29114.2279448407,396373.0
24791.6538067733,395863.0
31117.6825430577,394675.0
31537.4437497052,392717.0
30974.774621871,390485.0
30152.2354644699,388055.0
30719.405417469,385346.0
30658.7356351188,382298.0
30368.3622669943,378953.0
31553.6206928091,375469.0
30492.7734015434,371729.0
